"symbol","ensembl","log2FoldChange","padj","significance"
"AIRIM","ENSG00000116922",-0.851507729445793,3.3279776506909e-09,"NS"
"URGCP","ENSG00000106608",-0.659608333898272,3.66821956592489e-09,"NS"
"FKBP11","ENSG00000134285",0.835342363650954,3.77289810643198e-09,"NS"
"NT5DC2","ENSG00000168268",1.84935519720825,4.17603726070881e-09,"Up"
"MCM7","ENSG00000166508",0.870688141243371,4.19063836384952e-09,"NS"
"HSD17B10","ENSG00000072506",0.525981710007849,4.1929101100907e-09,"NS"
"SIAE","ENSG00000110013",1.13364323611975,4.31982721619264e-09,"Up"
"ABCB9","ENSG00000150967",1.21710303372282,4.31982721619264e-09,"Up"
"SMAD1","ENSG00000170365",1.05563413944512,4.3808860721296e-09,"Up"
"PHRF1","ENSG00000070047",-0.621125986148098,4.61331094701572e-09,"NS"
"ZFYVE27","ENSG00000155256",-0.603232026656928,4.6755290370719e-09,"NS"
NA,"ENSG00000232533",0.846255841065484,5.26348537689731e-09,"NS"
"IGLV3-16","ENSG00000211665",2.71208214313477,5.40743405653565e-09,"Up"
"IGKV1-8","ENSG00000240671",2.88067684139638,5.58567069606982e-09,"Up"
"AHSP","ENSG00000169877",5.03907216634641,5.63430598776115e-09,"Up"
"RPN2","ENSG00000118705",0.570563258029625,5.84876855599308e-09,"NS"
"ZSCAN26","ENSG00000197062",-0.63867515836364,5.88984710419296e-09,"NS"
"OIP5","ENSG00000104147",1.97011370918136,5.97181352394313e-09,"Up"
"ADGRE3","ENSG00000131355",-1.70633144872762,6.05624935978317e-09,"Down"
"ARHGDIB","ENSG00000111348",0.336185897154112,6.12728145331574e-09,"NS"
"SAMD14","ENSG00000167100",2.51462972178056,6.15055628242836e-09,"Up"
"PPP1R10","ENSG00000204569",-0.758502709159246,6.48778954959883e-09,"NS"
"SAPCD2","ENSG00000186193",1.65688528550597,6.50780198699464e-09,"Up"
"ZBTB4","ENSG00000174282",-0.909056292988554,6.50780198699464e-09,"NS"
NA,"ENSG00000274213",1.21369094373001,6.50780198699464e-09,"Up"
"MCUR1","ENSG00000050393",0.698392865332649,6.68468179900275e-09,"NS"
"TIMELESS","ENSG00000111602",0.785213474301002,6.68468179900275e-09,"NS"
"ANKRD44","ENSG00000065413",-0.506763051265067,6.95904802284079e-09,"NS"
"PARK7","ENSG00000116288",0.536019251590809,7.05970389557279e-09,"NS"
"ZNF420","ENSG00000197050",-0.842129757511642,7.37902041586235e-09,"NS"
"MMRN1","ENSG00000138722",1.88161526587925,7.40266035460882e-09,"Up"
"RNF144A","ENSG00000151692",-0.893745674748209,7.65112406130849e-09,"NS"
"USP37","ENSG00000135913",-0.641242652451155,7.73761634674003e-09,"NS"
"S100A8","ENSG00000143546",1.72316634680207,7.86104614448554e-09,"Up"
"KLHL26","ENSG00000167487",-0.868769723716168,8.34306692623314e-09,"NS"
"HSPA1A","ENSG00000204389",-2.10362125618054,8.42130046243716e-09,"Down"
"ITGA1","ENSG00000213949",2.06092703832412,8.70269594441257e-09,"Up"
"NEIL3","ENSG00000109674",2.11599074305902,8.71315667221831e-09,"Up"
"ORC6","ENSG00000091651",1.27580804101706,8.84174703159373e-09,"Up"
"MT1E","ENSG00000169715",1.95225642116179,9.19386087675916e-09,"Up"
"IGHV3-15","ENSG00000211943",2.59823467572146,9.35496975454418e-09,"Up"
"RAB5IF","ENSG00000101084",0.769995142770646,9.44246755601577e-09,"NS"
"FBXO43","ENSG00000156509",2.53932723516573,9.81101709267984e-09,"Up"
"ZNF563","ENSG00000188868",-1.21389681241547,9.85445053978594e-09,"Down"
"HPDL","ENSG00000186603",1.63933518175847,1.00044082545099e-08,"Up"
"SEMA4C","ENSG00000168758",-1.21239206848434,1.00795484717826e-08,"Down"
"PSMD8","ENSG00000099341",0.423489085343908,1.02809336831062e-08,"NS"
"CTSA","ENSG00000064601",1.03173510622099,1.04800575289362e-08,"Up"
"GMPPB","ENSG00000173540",0.615404192711216,1.05069031880057e-08,"NS"
"WDR62","ENSG00000075702",1.17490502531008,1.05291116450168e-08,"Up"
"ZNF200","ENSG00000010539",-0.935630689662755,1.08122198667658e-08,"NS"
"SPTB","ENSG00000070182",2.36964573116783,1.10804835408452e-08,"Up"
"IGKV2-24","ENSG00000241294",4.17335068858335,1.11246263251012e-08,"Up"
"H3C8","ENSG00000273983",3.43856145344518,1.12155764908528e-08,"Up"
"TPM3","ENSG00000143549",0.477114021408491,1.12477598664137e-08,"NS"
"PLOD2","ENSG00000152952",2.32710025319896,1.12477598664137e-08,"Up"
"BMAL2","ENSG00000029153",1.98334802654874,1.15892558748386e-08,"Up"
"E2F8","ENSG00000129173",2.64038520367468,1.21640684063868e-08,"Up"
"LCMT2","ENSG00000168806",-0.742342279164627,1.22340955468008e-08,"NS"
"RSU1","ENSG00000148484",0.517110353144494,1.2349288038555e-08,"NS"
"CFL1","ENSG00000172757",0.476015046745334,1.30915984612153e-08,"NS"
"ITGA7","ENSG00000135424",1.59445032186644,1.3652219012066e-08,"Up"
"BRCA2","ENSG00000139618",0.925561233571445,1.38804723865494e-08,"NS"
"S1PR1","ENSG00000170989",-1.1802673477512,1.40602669615893e-08,"Down"
"IL21R","ENSG00000103522",-0.822426742802958,1.40602669615893e-08,"NS"
"SNRPC","ENSG00000124562",0.482931881012719,1.53418102524622e-08,"NS"
"MTPN","ENSG00000105887",0.493744120546647,1.58826813541619e-08,"NS"
"SLC4A10","ENSG00000144290",-2.88955409494615,1.7036635753955e-08,"Down"
"SSU72","ENSG00000160075",0.37665392511773,1.73984800905317e-08,"NS"
"H2BC11","ENSG00000124635",1.98363434898552,1.76337171722812e-08,"Up"
"SMAD4","ENSG00000141646",-0.544820941999876,1.76796804929393e-08,"NS"
"LAMTOR5","ENSG00000134248",0.476762743277315,1.80285392641665e-08,"NS"
"ZNF227","ENSG00000131115",-0.734439278901582,1.83742457583083e-08,"NS"
"MFSD2B","ENSG00000205639",2.04198151911719,1.90602618650978e-08,"Up"
"IGLV1-44","ENSG00000211651",2.73552893083229,2.04329628669437e-08,"Up"
"ZNF83","ENSG00000167766",-0.881314119003151,2.0482745543545e-08,"NS"
"MPIG6B","ENSG00000204420",1.89724800581703,2.06272912935648e-08,"Up"
"POLDIP2","ENSG00000004142",0.41385934610224,2.06272912935648e-08,"NS"
"S100A9","ENSG00000163220",1.55835315443064,2.20505080300189e-08,"Up"
"TP73","ENSG00000078900",2.04833269561857,2.22728561064664e-08,"Up"
NA,"ENSG00000251127",3.38529923087928,2.40638264294377e-08,"Up"
"SLC2A5","ENSG00000142583",1.71316901652536,2.49718926995855e-08,"Up"
"PAIP2B","ENSG00000124374",-0.998682406231245,2.49718926995855e-08,"NS"
"CYSLTR2","ENSG00000152207",-1.76370785722762,2.49718926995855e-08,"Down"
"NTAN1","ENSG00000157045",0.477402843266258,2.49718926995855e-08,"NS"
"IGLV3-10","ENSG00000211669",4.10094903518833,2.49718926995855e-08,"Up"
"RNF216","ENSG00000011275",-0.357835320021602,2.55099584388591e-08,"NS"
"MCM5","ENSG00000100297",0.521148563106821,2.56905462203227e-08,"NS"
"TMEM258","ENSG00000134825",0.545415728329422,2.62239144335654e-08,"NS"
"DPP3","ENSG00000254986",0.589667501998128,2.87778948776333e-08,"NS"
"ITGB3","ENSG00000259207",2.04008723066275,2.88293641146504e-08,"Up"
"RNASE2","ENSG00000169385",2.44810061127074,2.9841148665129e-08,"Up"
"TGFB1I1","ENSG00000140682",1.89608659741755,3.01324119906487e-08,"Up"
"MBLAC2","ENSG00000176055",-1.00572263673426,3.01510474354284e-08,"Down"
"S100A12","ENSG00000163221",2.38836285878568,3.26926922658346e-08,"Up"
"RRBP1","ENSG00000125844",0.70481424482689,3.32485367380042e-08,"NS"
"SRSF9","ENSG00000111786",0.285256334885012,3.53195116110904e-08,"NS"
"PIK3CD","ENSG00000171608",-0.43922196598481,3.5462843095099e-08,"NS"
"HMGN2","ENSG00000198830",0.435564164484975,3.60890199324483e-08,"NS"
"E2F7","ENSG00000165891",2.44618487565839,3.72134909208671e-08,"Up"
"H2AC11","ENSG00000196787",1.31472692360394,3.75528162443615e-08,"Up"
"SGO1","ENSG00000129810",1.68508498459008,3.79223413234361e-08,"Up"
"NDUFS8","ENSG00000110717",0.476572518173579,3.91780184922086e-08,"NS"
NA,"ENSG00000264548",1.64249324914873,3.91780184922086e-08,"Up"
"SYNE3-AS1","ENSG00000258572",2.02699170792619,4.09232727914048e-08,"Up"
"CD200R1","ENSG00000163606",-1.35313983696313,4.21200365566594e-08,"Down"
"CALU","ENSG00000128595",0.634375432285233,4.21200365566594e-08,"NS"
NA,"ENSG00000259490",3.51707730498994,4.21200365566594e-08,"Up"
"IGHV3-49","ENSG00000211965",2.29068716689781,4.23134252989192e-08,"Up"
"TEF","ENSG00000167074",-1.02558995528965,4.28566036705842e-08,"Down"
"BMP6","ENSG00000153162",1.5352606164832,4.31197012095057e-08,"Up"
"ZNF41","ENSG00000147124",-0.652878840276554,4.38651615981725e-08,"NS"
"SNF8","ENSG00000159210",0.469927295045824,4.49647083421269e-08,"NS"
"PRDX6","ENSG00000117592",0.513447631057854,4.50803684606783e-08,"NS"
"IGLV5-37","ENSG00000211654",3.82434596300389,4.53294774110736e-08,"Up"
"PSMD2","ENSG00000175166",0.400748154179765,4.53530333005634e-08,"NS"
"LMAN1","ENSG00000074695",0.762003077815274,4.6183333635033e-08,"NS"
"LINC02284","ENSG00000259719",2.10755285132324,4.66765441157681e-08,"Up"
"FOXJ2","ENSG00000065970",-0.475899166125313,4.68544335222109e-08,"NS"
"RPN1","ENSG00000163902",0.53930380051383,4.72722730192674e-08,"NS"
"PPBP","ENSG00000163736",1.73865894743208,4.72722730192674e-08,"Up"
"IGHV3-7","ENSG00000211938",2.49774884091974,5.01932023742452e-08,"Up"
"MET","ENSG00000105976",2.65791448288044,5.2812906584825e-08,"Up"
"PDLIM7","ENSG00000196923",0.838891067700033,5.40845240033015e-08,"NS"
"IGF2BP3","ENSG00000136231",1.52366258885611,5.62315089511306e-08,"Up"
"APOBEC3B","ENSG00000179750",2.25637090087982,5.65096557281352e-08,"Up"
"PGRMC1","ENSG00000101856",0.825558599744742,5.67640029482169e-08,"NS"
"IGHV2-70","ENSG00000274576",4.31854964967662,5.7603354892736e-08,"Up"
"SLC1A4","ENSG00000115902",0.825249892173869,5.78571536900436e-08,"NS"
"PARPBP","ENSG00000185480",1.32768532019918,5.8246436554142e-08,"Up"
"ZC3HAV1L","ENSG00000146858",2.08911455508076,5.90061036829901e-08,"Up"
"FBXL3","ENSG00000005812",-0.830901892961895,5.93515345306784e-08,"NS"
"IGKV1D-12","ENSG00000278857",3.67954366717652,6.11189163531149e-08,"Up"
"EME1","ENSG00000154920",1.19539037663564,6.17911725323955e-08,"Up"
"RIPK1","ENSG00000137275",-0.363174020066002,6.27392388190765e-08,"NS"
"SHPRH","ENSG00000146414",-0.425599807656856,6.45618638230468e-08,"NS"
"ADGRD1","ENSG00000111452",-1.26672241158775,6.50789114396466e-08,"Down"
"IGHA1","ENSG00000211895",2.83803702776248,6.8724908181226e-08,"Up"
"SRP14","ENSG00000140319",0.390192695766667,6.8724908181226e-08,"NS"
"HBD","ENSG00000223609",5.68575186931999,6.97146610753481e-08,"Up"
"SMTN","ENSG00000183963",1.11174967207517,7.05231248523926e-08,"Up"
"S100A10","ENSG00000197747",0.850156821775384,7.08094783994215e-08,"NS"
"TRERF1","ENSG00000124496",-0.608029467427861,7.15302382733229e-08,"NS"
"ZNF473","ENSG00000142528",-0.750420359731627,7.15302382733229e-08,"NS"
"SNRPA","ENSG00000077312",0.474108015169185,7.18298642415434e-08,"NS"
"POMP","ENSG00000132963",0.757335050684051,7.31144842764262e-08,"NS"
"PAFAH2","ENSG00000158006",-0.590011852100478,7.38514881469671e-08,"NS"
"SART3","ENSG00000075856",-0.43775328241116,7.50407108427122e-08,"NS"
"PSMC1","ENSG00000100764",0.490261299611612,7.56163595255748e-08,"NS"
"PCF11","ENSG00000165494",-0.407988644472546,7.61016670612444e-08,"NS"
"PTTG1","ENSG00000164611",1.42425068101074,7.81190846565887e-08,"Up"
"GTF3C6","ENSG00000155115",0.700348294497071,8.03976126378632e-08,"NS"
"FDPS","ENSG00000160752",0.438268475502284,8.07291087121109e-08,"NS"
"TADA3","ENSG00000171148",0.414489844542872,8.24329025325936e-08,"NS"
"DSCC1","ENSG00000136982",2.188752082316,8.49434403103948e-08,"Up"
"TAMM41","ENSG00000144559",-0.517717508057587,8.58006500907427e-08,"NS"
"IGHV3-66","ENSG00000211972",2.33185919852945,8.61245806282005e-08,"Up"
"ZNF607","ENSG00000198182",-1.31324519528308,8.65707454763715e-08,"Down"
"YWHAE","ENSG00000108953",0.549563013216483,8.94408132552217e-08,"NS"
"CHAF1A","ENSG00000167670",0.658035975923472,9.24028985412095e-08,"NS"
"TRIM4","ENSG00000146833",-0.582643983288911,9.32752021021282e-08,"NS"
"SNCA","ENSG00000145335",2.07055678346045,9.34675390701642e-08,"Up"
"ERO1A","ENSG00000197930",0.507439099852591,9.74374860438222e-08,"NS"
"AUNIP","ENSG00000127423",1.74562333628724,9.8217911585003e-08,"Up"
"RNF4","ENSG00000063978",-0.301768296322763,9.84152201865578e-08,"NS"
"TNNT1","ENSG00000105048",2.74806660497839,1.03092420757992e-07,"Up"
"ZNF875","ENSG00000181666",-0.595787941640955,1.0666698312293e-07,"NS"
"IGLV3-19","ENSG00000211663",3.92945149789349,1.07085765628443e-07,"Up"
"TGFBR2","ENSG00000163513",-0.671612179707092,1.08663071205295e-07,"NS"
"PRKAR2B","ENSG00000005249",1.45333293610392,1.16788419944629e-07,"Up"
"SSR2","ENSG00000163479",0.423389153054712,1.17837832206565e-07,"NS"
"SCAND1","ENSG00000171222",0.635334357889277,1.20491759110007e-07,"NS"
"ZNF599","ENSG00000153896",-0.874244981027557,1.22580292703207e-07,"NS"
"RHOBTB1","ENSG00000072422",1.54403178717668,1.23422774000651e-07,"Up"
"FAM72B","ENSG00000188610",2.27985994491075,1.24459069774488e-07,"Up"
"CAV2","ENSG00000105971",2.29105352641734,1.24459069774488e-07,"Up"
"CCNF","ENSG00000162063",1.02543210824923,1.25738990503916e-07,"Up"
"CLIC1","ENSG00000213719",0.660333055560624,1.26230648708229e-07,"NS"
"EZH2","ENSG00000106462",0.842535088530041,1.31453645039954e-07,"NS"
"SNRPE","ENSG00000182004",0.652211734693048,1.31541109215286e-07,"NS"
"LRRFIP2","ENSG00000093167",0.554580597211994,1.3205402839449e-07,"NS"
"ZBTB40","ENSG00000184677",-0.673666606675929,1.33616457625065e-07,"NS"
"RNF2","ENSG00000121481",-0.61278563654882,1.35516442465221e-07,"NS"
"CALM3","ENSG00000160014",0.516134644417451,1.43686136491156e-07,"NS"
"MATCAP1","ENSG00000196123",0.792136120854822,1.44754084994456e-07,"NS"
"TFPI","ENSG00000003436",1.86672076111739,1.46680690366447e-07,"Up"
"AURKAIP1","ENSG00000175756",0.462006252882139,1.47494406016708e-07,"NS"
"GRB10","ENSG00000106070",1.65736326082006,1.47494406016708e-07,"Up"
"PFDN1","ENSG00000113068",0.364627260582035,1.60420795377267e-07,"NS"
"RRAS","ENSG00000126458",0.79999506913663,1.62734058809096e-07,"NS"
"SNRPB","ENSG00000125835",0.420412465951579,1.70051665660427e-07,"NS"
"DHCR24","ENSG00000116133",1.42934467898214,1.7495611196928e-07,"Up"
"NDUFAB1","ENSG00000004779",0.491743872505941,1.77480345724656e-07,"NS"
"TP53I3","ENSG00000115129",1.25588295250565,1.78673677560133e-07,"Up"
"KLF1","ENSG00000105610",2.23178636939858,1.8556413954475e-07,"Up"
"VANGL1","ENSG00000173218",0.984953135365453,1.89034768513674e-07,"NS"
"EMC7","ENSG00000134153",0.551636191326366,1.89034768513674e-07,"NS"
"ZNHIT1","ENSG00000106400",0.433451667478447,1.89282329209554e-07,"NS"
"SLC25A37","ENSG00000147454",1.14129850706073,1.89541139894116e-07,"Up"
"CDC42","ENSG00000070831",0.510018220223101,1.91678688015583e-07,"NS"
"PSMB3","ENSG00000277791",0.584111102961026,1.94260277757424e-07,"NS"
"ZNF571","ENSG00000180479",-1.29951052704295,1.94260277757424e-07,"Down"
"MPP1","ENSG00000130830",0.892647105143981,1.94815731242798e-07,"NS"
"GRB14","ENSG00000115290",2.23853251312799,2.01150175571718e-07,"Up"
"RRP8","ENSG00000132275",-0.402066936683642,2.03029836089538e-07,"NS"
"ZNF506","ENSG00000081665",-0.746274351014379,2.04397002371991e-07,"NS"
"RABAC1","ENSG00000105404",0.52027394142799,2.08551968135745e-07,"NS"
"CITED4","ENSG00000179862",0.811513831407797,2.13043224942948e-07,"NS"
"NABP2","ENSG00000139579",0.688361560121681,2.13293467447885e-07,"NS"
"MOXD1","ENSG00000079931",1.52437100268981,2.20650670599873e-07,"Up"
"PDLIM1","ENSG00000107438",0.783367521025668,2.20650670599873e-07,"NS"
"ALDH1L2","ENSG00000136010",1.78193101124744,2.21059687690548e-07,"Up"
"ZNF600","ENSG00000189190",-1.32393857721319,2.21429296235065e-07,"Down"
"OSBP2","ENSG00000184792",2.72522323098497,2.21429296235065e-07,"Up"
"ETFB","ENSG00000105379",0.597379162689649,2.22556034394122e-07,"NS"
"H2AC8","ENSG00000277075",1.60441332829505,2.2576031025059e-07,"Up"
"MTHFD1L","ENSG00000120254",0.709097828514857,2.32821503132618e-07,"NS"
"TCF19","ENSG00000137310",0.855916686338762,2.35508588898143e-07,"NS"
"TMEM255B","ENSG00000184497",1.66908906473741,2.39370321500903e-07,"Up"
"IGLC6","ENSG00000222037",2.92098343607627,2.45418688917691e-07,"Up"
"IGHV3-30","ENSG00000270550",2.40593786622073,2.4817508052008e-07,"Up"
"CD99","ENSG00000002586",0.5442727085441,2.53643925628411e-07,"NS"
"ZNF398","ENSG00000197024",-0.597591031294099,2.63621349373661e-07,"NS"
"EMP3","ENSG00000142227",0.436505855308229,2.64109542675203e-07,"NS"
"KLRK1-AS1","ENSG00000245648",-1.13855975427477,2.66852520481012e-07,"Down"
"ENO1","ENSG00000074800",0.577910046269593,2.67619434127783e-07,"NS"
"TUBB","ENSG00000196230",0.731378203986744,2.73363873363e-07,"NS"
"RNF38","ENSG00000137075",-0.480618586027211,2.73363873363e-07,"NS"
"CBY1","ENSG00000100211",-0.895614040611529,2.73363873363e-07,"NS"
"GPBP1L1","ENSG00000159592",-0.247229778867987,2.73936373632969e-07,"NS"
"ADAMTS10","ENSG00000142303",-1.20872345477827,2.8096855842444e-07,"Down"
"SP4","ENSG00000105866",-0.645033033766363,2.82510514391781e-07,"NS"
"KRT5","ENSG00000186081",-2.66362652227711,2.82510514391781e-07,"Down"
"ANKRD27","ENSG00000105186",-0.376813580080111,2.82510514391781e-07,"NS"
"GLUL","ENSG00000135821",0.929184858416423,2.84618881701702e-07,"NS"
"PSMB7","ENSG00000136930",0.382979301022859,2.84738408343329e-07,"NS"
"MTHFD1","ENSG00000100714",0.579401547987148,2.84738408343329e-07,"NS"
"MIXL1","ENSG00000185155",2.9270948562434,2.89637704533993e-07,"Up"
"IFITM3","ENSG00000142089",2.20679686187763,2.92247641152569e-07,"Up"
"CDCA7","ENSG00000144354",1.51474018857412,2.93496607569418e-07,"Up"
"PAPOLG","ENSG00000115421",-0.600584193181833,2.95162405982043e-07,"NS"
"MTX1","ENSG00000173171",0.640111616862885,3.03860879620189e-07,"NS"
"TRIM7","ENSG00000146054",1.47615775694641,3.03860879620189e-07,"Up"
"CYTH3","ENSG00000008256",-0.909008430337673,3.06355345432721e-07,"NS"
"APOL3","ENSG00000128284",-0.559094643636553,3.0702275151152e-07,"NS"
"PHGDH","ENSG00000092621",1.18292165818061,3.11888744049859e-07,"Up"
"TOB2","ENSG00000183864",-1.04830876891523,3.18033218732234e-07,"Down"
"TMT1B","ENSG00000170439",5.17352841858719,3.18852688463179e-07,"Up"
"TBC1D10A","ENSG00000099992",-0.622926291018928,3.24490474439421e-07,"NS"
"COX5B","ENSG00000135940",0.491314870277069,3.25438161397342e-07,"NS"
"ZNF284","ENSG00000186026",-1.10447782768089,3.25438161397342e-07,"Down"
"MT2A","ENSG00000125148",1.2996085840031,3.26431665052142e-07,"Up"
"PCBP1-AS1","ENSG00000179818",-0.365286832729822,3.37392530540285e-07,"NS"
"NAA38","ENSG00000183011",0.49717507667234,3.39030659378519e-07,"NS"
"TNFRSF12A","ENSG00000006327",2.29819151271261,3.39350667507397e-07,"Up"
"C1QBP","ENSG00000108561",0.476174496571059,3.48955814512559e-07,"NS"
"ZNF783","ENSG00000204946",-0.632492924394109,3.54393559967712e-07,"NS"
"TUBG1","ENSG00000131462",0.886401401055159,3.54393559967712e-07,"NS"
"H2AC6","ENSG00000180573",1.37044908867985,3.69252679817301e-07,"Up"
"H2AZ2","ENSG00000105968",0.462806794920628,3.69252679817301e-07,"NS"
"LINC00877","ENSG00000241163",-1.16217378617826,3.72992348029215e-07,"Down"
"CHMP2A","ENSG00000130724",0.561676711175763,3.88424124283766e-07,"NS"
"TOX2","ENSG00000124191",1.19478220966634,3.90062685614399e-07,"Up"
"ZSCAN22","ENSG00000182318",-0.938452477383224,3.93942010180042e-07,"NS"
"PSMC3","ENSG00000165916",0.39405084451088,4.04296503179876e-07,"NS"
"ATP5MC1","ENSG00000159199",0.357902752034387,4.04812247427945e-07,"NS"
"CRIP2","ENSG00000182809",-1.3635577572671,4.06211408461018e-07,"Down"
"PLEKHG2","ENSG00000090924",0.542639464864857,4.09480132888132e-07,"NS"
"TMED9","ENSG00000184840",0.590896940357842,4.29342122112336e-07,"NS"
"ELOVL7","ENSG00000164181",1.75812224725975,4.34818589959967e-07,"Up"
"PKHD1L1","ENSG00000205038",1.5421682681876,4.34818589959967e-07,"Up"
"MRPL52","ENSG00000172590",0.442257618798253,4.37319988934563e-07,"NS"
"RCC1","ENSG00000180198",0.69637294412626,4.39470753632854e-07,"NS"
"NFU1","ENSG00000169599",0.472779627659792,4.57283860930103e-07,"NS"
"ZCCHC3","ENSG00000247315",-0.456268740585847,4.668307487989e-07,"NS"
"SHMT2","ENSG00000182199",0.579001810437913,4.69715713155157e-07,"NS"
"DCTN3","ENSG00000137100",0.410885978470168,4.81709562832568e-07,"NS"
"SEC61G","ENSG00000132432",0.731040879452666,4.8508745723738e-07,"NS"
"CENPO","ENSG00000138092",0.79409618810658,4.86121958488893e-07,"NS"
"GNG5","ENSG00000174021",0.654620203716772,5.05330983325893e-07,"NS"
"TERT","ENSG00000164362",1.91550141562281,5.15653199109186e-07,"Up"
"IP6K1","ENSG00000176095",-0.528113004402986,5.16091606435106e-07,"NS"
"LTBP1","ENSG00000049323",1.60996487737322,5.21122495971267e-07,"Up"
"MAGI2-AS3","ENSG00000234456",2.14179102872673,5.22624445654142e-07,"Up"
"PCSK6","ENSG00000140479",1.73917902355102,5.2684716030776e-07,"Up"
"PLEKHN1","ENSG00000187583",1.02407015484747,5.41193810342699e-07,"Up"
"RMI2","ENSG00000175643",1.35224612198616,5.43524422346639e-07,"Up"
"GPR132","ENSG00000183484",-1.29686461396476,5.52863649155209e-07,"Down"
"CDK5","ENSG00000164885",0.675001289649565,5.71099812630816e-07,"NS"
"IGHM","ENSG00000211899",1.52091720559904,5.96932417989759e-07,"Up"
"GINS1","ENSG00000101003",1.67121122998683,6.11181441902749e-07,"Up"
"IFI27L2","ENSG00000119632",0.893432912583354,6.25070664589923e-07,"NS"
"DAD1","ENSG00000129562",0.415031875061813,6.2597812963784e-07,"NS"
"MED12","ENSG00000184634",-0.426442776896091,6.29311911478118e-07,"NS"
"ACAT1","ENSG00000075239",0.524733670889401,6.40522507932827e-07,"NS"
"PSAT1","ENSG00000135069",1.28182620619096,6.41495280507048e-07,"Up"
"SYN2","ENSG00000157152",2.56323616226884,6.58159833759217e-07,"Up"
"LATS1","ENSG00000131023",-0.407155991519336,6.58159833759217e-07,"NS"
