"symbol","ensembl","log2FoldChange","padj","significance"
"PHLPP2","ENSG00000040199",-0.546607830312168,0.000273041219406426,"NS"
NA,"ENSG00000133624",-0.673680340871602,0.000273287374968884,"NS"
"GOLGA2","ENSG00000167110",0.558525145771218,0.000273844705433759,"NS"
"CPNE5","ENSG00000124772",0.866915448283746,0.000274802616101346,"NS"
NA,"ENSG00000273381",1.47827417256201,0.000274901834516779,"Up"
"AXIN2","ENSG00000168646",-1.04326159032251,0.000274928356468888,"Down"
"PCTP","ENSG00000141179",0.532595604090046,0.000275137201901742,"NS"
"CD14","ENSG00000170458",0.847567386518872,0.000275541277446171,"NS"
"ATP5F1E","ENSG00000124172",0.440231058736764,0.000275541277446171,"NS"
"SLC26A8","ENSG00000112053",1.63367373435558,0.000276193530203891,"Up"
"SAFB","ENSG00000160633",-0.231302628959415,0.000276819786139289,"NS"
"SREBF1","ENSG00000072310",-0.440780763582823,0.000277015118939321,"NS"
"IQGAP3","ENSG00000183856",1.97624565701628,0.000278339870202102,"Up"
"ZNF134","ENSG00000213762",-0.482262020771992,0.000278950183102765,"NS"
"UBR3","ENSG00000144357",-0.301687861625791,0.000280046215116452,"NS"
"NOG","ENSG00000183691",-1.73937542053229,0.000280059207578895,"Down"
"IL6R-AS1","ENSG00000228013",0.805704581621254,0.000281339722171951,"NS"
NA,"ENSG00000247903",-1.14876814444644,0.000282334910331145,"Down"
"FMN1","ENSG00000248905",1.36183862685594,0.000282412070983478,"Up"
NA,"ENSG00000104970",1.3429675002221,0.000283326222326901,"Up"
"THAP6","ENSG00000174796",-0.474236881354513,0.000286502670651029,"NS"
"LIPT1","ENSG00000144182",-0.714919670626144,0.000287660688526959,"NS"
"MRTFA","ENSG00000196588",-0.472528143361015,0.000287866901530184,"NS"
"LSM3","ENSG00000170860",0.477148408019875,0.000288488475809774,"NS"
"MOB3C","ENSG00000142961",-0.598147648229713,0.000288804488265079,"NS"
"USP42","ENSG00000106346",-0.386566872800455,0.000288804488265079,"NS"
NA,"ENSG00000274021",0.865554205536987,0.000288804488265079,"NS"
"FZD5","ENSG00000163251",0.908262608979193,0.000293261096905208,"NS"
"PAICS","ENSG00000128050",0.624492509243946,0.000293624505824708,"NS"
"FDFT1","ENSG00000079459",0.340551025040851,0.000293624505824708,"NS"
"TMEM170B","ENSG00000205269",0.722164143633721,0.000294883285160271,"NS"
"IGHV2-70D","ENSG00000211974",3.5023540627871,0.000295340759001126,"Up"
"ZNF891","ENSG00000214029",-0.899832564383246,0.000295366175692032,"NS"
"RUVBL1","ENSG00000175792",0.315346045055813,0.000298993687270749,"NS"
"TRIM35","ENSG00000104228",-0.519025720269979,0.000299267369148583,"NS"
"C21orf91","ENSG00000154642",-0.438873573433393,0.000299991872066353,"NS"
"CEP85","ENSG00000130695",-0.274787336961908,0.000300489239192735,"NS"
"EDEM2","ENSG00000088298",0.469620355147998,0.000300625136605482,"NS"
"BTN2A1","ENSG00000112763",-0.29086748869174,0.000301171560319449,"NS"
NA,"ENSG00000284707",-0.843990289504514,0.000301171560319449,"NS"
"PARM1","ENSG00000169116",0.820530448573946,0.000302415698549905,"NS"
"SREBF2","ENSG00000198911",0.352710428332883,0.000302415698549905,"NS"
"TRIM14","ENSG00000106785",0.483607815282249,0.000303387314502164,"NS"
"PMVK","ENSG00000163344",0.37765582091938,0.000303426404727478,"NS"
"ADI1","ENSG00000182551",0.335097651854151,0.000303426404727478,"NS"
"ZFP14","ENSG00000142065",-0.709828137941895,0.000304047914100506,"NS"
"LIPH","ENSG00000163898",2.06674571162462,0.000305715196733562,"Up"
"BRI3BP","ENSG00000184992",0.323364234267734,0.000307246494405814,"NS"
"RBBP8","ENSG00000101773",0.582456625116226,0.000311298399272878,"NS"
"MTMR4","ENSG00000108389",-0.26142882230229,0.00031286814964254,"NS"
"YWHAB","ENSG00000166913",0.306699309799151,0.00031286814964254,"NS"
"CAMP","ENSG00000164047",1.13339730690321,0.000313574097791437,"Up"
"LY6G6F","ENSG00000204424",1.40737697934238,0.000313574097791437,"Up"
"ZNF266","ENSG00000174652",-0.679695101224398,0.00031539244977093,"NS"
NA,"ENSG00000224614",0.780564027473435,0.000316319051602937,"NS"
"ZNF75D","ENSG00000186376",-0.339569083687256,0.000316319051602937,"NS"
"NAB2","ENSG00000166886",1.29364184567349,0.000316319051602937,"Up"
"LIX1L","ENSG00000271601",-0.46232812071215,0.000316456571123034,"NS"
"TXNDC17","ENSG00000129235",0.50687480780886,0.000319009529444203,"NS"
"ZSCAN32","ENSG00000140987",-0.476625355380868,0.000322700940064085,"NS"
"ERP29","ENSG00000089248",0.389762931933172,0.00032385592016908,"NS"
"ALDOA","ENSG00000149925",0.390000868554005,0.000324956359022323,"NS"
"KIFC3","ENSG00000140859",0.678723035432025,0.000328039396423312,"NS"
"TMEM161B","ENSG00000164180",-0.477639676956413,0.000328244121565587,"NS"
"STT3A","ENSG00000134910",0.535021132604814,0.000328680115669862,"NS"
"NSUN6","ENSG00000241058",-0.377133539821356,0.000329091933373953,"NS"
"HNRNPM","ENSG00000099783",0.212025713157658,0.000329422917260528,"NS"
NA,"ENSG00000259161",-1.81413665657957,0.000331910547269784,"Down"
"SLC37A1","ENSG00000160190",0.311202507862012,0.000333158148581978,"NS"
"PPP1R14B","ENSG00000173457",0.393817240806672,0.000333230984656559,"NS"
"SPOCD1","ENSG00000134668",1.40969811942703,0.000333287184582035,"Up"
"ATP5MK","ENSG00000173915",0.497856633102988,0.000333287184582035,"NS"
"YIPF2","ENSG00000130733",0.398009197665543,0.000333287184582035,"NS"
"JDP2","ENSG00000140044",0.901264854320059,0.00033342117270308,"NS"
"PSMA5","ENSG00000143106",0.454101391451049,0.00033343352577545,"NS"
"TRANK1","ENSG00000168016",-0.38806948242384,0.000333748198896311,"NS"
"TMOD2","ENSG00000128872",-0.521386967238773,0.000334833098088342,"NS"
"ZNF655","ENSG00000197343",0.276727462127024,0.000334987805689631,"NS"
"TRGV7","ENSG00000249978",-0.841936431701765,0.000335891406395958,"NS"
"KCNA2","ENSG00000177301",0.975866829182783,0.000336639210356933,"NS"
"ZNF10","ENSG00000256223",-1.04669131220386,0.000336911021956521,"Down"
"HBP1","ENSG00000105856",-0.894708431966697,0.000337344261137379,"NS"
"FAAH","ENSG00000117480",-0.607256761918434,0.000337848855259687,"NS"
"RFXAP","ENSG00000133111",-0.476033432081853,0.00034005571705512,"NS"
"TMEM38A","ENSG00000072954",0.902629338964201,0.000340200514464383,"NS"
"TMEM245","ENSG00000106771",-0.459907755391535,0.0003431376562079,"NS"
"HCFC2","ENSG00000111727",-0.311402613964409,0.000349113426524797,"NS"
"PDE7A","ENSG00000205268",-0.592858728355904,0.000349333187149647,"NS"
"IGHV4-55","ENSG00000254395",1.58208046945296,0.000349333187149647,"Up"
NA,"ENSG00000240024",0.586542353520609,0.000349722060693234,"NS"
"CAMK2D","ENSG00000145349",-0.41935227750886,0.000354259746415243,"NS"
"SELENOT","ENSG00000198843",0.362038039276072,0.000355587520291092,"NS"
"FFAR1","ENSG00000126266",2.18681804936945,0.000357389193278319,"Up"
"ZFP62","ENSG00000196670",-0.470108318396947,0.000358249212231506,"NS"
"EBPL","ENSG00000123179",0.592590376618629,0.000358249212231506,"NS"
"ZNF540","ENSG00000171817",-1.03733595099959,0.000358249212231506,"Down"
"MIR4435-2HG","ENSG00000172965",0.578256126495299,0.000359750285441854,"NS"
"ARPC3","ENSG00000111229",0.450086943095514,0.00036051018725712,"NS"
"JPT1","ENSG00000189159",0.430895183643239,0.00036051018725712,"NS"
"PTCRA","ENSG00000171611",1.1147867299414,0.000361960691376047,"Up"
"RXRB","ENSG00000204231",-0.515073986444882,0.000361993268493361,"NS"
"QTRT2","ENSG00000151576",-0.375678626215992,0.000364088658877648,"NS"
"SLC25A30","ENSG00000174032",-0.690390445315486,0.000364088658877648,"NS"
"RWDD1","ENSG00000111832",0.439810781819842,0.000366674636315689,"NS"
"MPZL2","ENSG00000149573",-0.853763522425971,0.000367444292028244,"NS"
"LAMTOR1","ENSG00000149357",0.419163331715535,0.000368174258110688,"NS"
"MARCHF7","ENSG00000136536",-0.382712876486133,0.000368231443583209,"NS"
NA,"ENSG00000235609",0.97061248097367,0.000369307683436869,"NS"
"CRTAM","ENSG00000109943",-0.752318064736623,0.000369616009792174,"NS"
"PKD1P3","ENSG00000183458",-0.693536775500067,0.000371207912501206,"NS"
"CD40LG","ENSG00000102245",-0.886862883730289,0.000373556043468218,"NS"
"FOXO3B","ENSG00000240445",-0.743072807664192,0.000373556043468218,"NS"
"ELANE","ENSG00000197561",1.95107801468726,0.000373764892765757,"Up"
"SSC4D","ENSG00000146700",1.39265960073228,0.000373780221256474,"Up"
"WDR5B","ENSG00000196981",-0.878932880821819,0.000374374966574134,"NS"
"GTF2A2","ENSG00000140307",0.383186402087755,0.000375621961265725,"NS"
"CTDSP2","ENSG00000175215",-0.329392250498856,0.000378922093911143,"NS"
"NSUN2","ENSG00000037474",-0.24231873209318,0.000379284786484757,"NS"
"S100A6","ENSG00000197956",0.513810868734303,0.000381426165748126,"NS"
"YIF1A","ENSG00000174851",0.311995497517901,0.000384226416037179,"NS"
NA,"ENSG00000184106",1.23391457517901,0.000385523324309879,"Up"
"C6orf226","ENSG00000221821",0.453042730558655,0.000385523324309879,"NS"
"VAPB","ENSG00000124164",-0.315895522857223,0.000385963728202016,"NS"
"GPRASP1","ENSG00000198932",-0.806604324877584,0.000386196751138404,"NS"
"ARHGEF7","ENSG00000102606",-0.229346121991378,0.000387066518476692,"NS"
"ACAA2","ENSG00000167315",0.418740712004432,0.000387615857517411,"NS"
"RETN","ENSG00000104918",1.96166017596514,0.000387615857517411,"Up"
"FILIP1L","ENSG00000168386",-1.63391103038232,0.000388473283464134,"Down"
"SLC11A2","ENSG00000110911",-0.298237446541534,0.000388556078959247,"NS"
"METTL21A","ENSG00000144401",-0.305661273637671,0.000392142384238198,"NS"
"SEMA3F-AS1","ENSG00000235016",0.832654488130104,0.00039320339528919,"NS"
"USP53","ENSG00000145390",-0.915639642147136,0.00039483907352374,"NS"
"BCCIP","ENSG00000107949",0.3234208528848,0.00039483907352374,"NS"
"DRAM1","ENSG00000136048",0.731527253059914,0.000394950700677344,"NS"
"ZNF426","ENSG00000130818",-0.453535684583027,0.000394950700677344,"NS"
"ZNF253","ENSG00000256771",-0.568890993002764,0.000395918598910645,"NS"
"TSEN2","ENSG00000154743",-0.489544441153908,0.000397609379093869,"NS"
"SEC14L2","ENSG00000100003",-0.893585310073066,0.000398034236222579,"NS"
"ZNF692","ENSG00000171163",-0.356764982706113,0.000398866888113495,"NS"
NA,"ENSG00000259781",2.21983617860537,0.000399670988216582,"Up"
"HAPSTR1","ENSG00000182831",-0.776588035587026,0.000399670988216582,"NS"
"TBCB","ENSG00000105254",0.303503626488532,0.000399670988216582,"NS"
"H2AC25","ENSG00000181218",0.651443414388183,0.000400686509286702,"NS"
"MAGED1","ENSG00000179222",0.390192993573603,0.000400686509286702,"NS"
"CENPI","ENSG00000102384",1.30939928056654,0.000401585538930796,"Up"
"GUCY1B1","ENSG00000061918",0.864893351541055,0.000405210716640715,"NS"
"IFIT1B","ENSG00000204010",4.76001891381163,0.000405672515119391,"Up"
"GNAZ","ENSG00000128266",0.801360892072913,0.000405842934513805,"NS"
"PHYHD1","ENSG00000175287",1.44269174805329,0.000408189903888352,"Up"
"DPM3","ENSG00000179085",0.404838132777062,0.000409104346341748,"NS"
"ASAP2","ENSG00000151693",0.851183763547927,0.000413106006986949,"NS"
"DUSP14","ENSG00000276023",-0.777654935763813,0.000413106006986949,"NS"
"METTL15","ENSG00000169519",-0.392655670587113,0.000413193670282844,"NS"
"CA14","ENSG00000118298",1.22510924483897,0.000415317239172342,"Up"
"CRKL","ENSG00000099942",-0.269238983779775,0.000415317239172342,"NS"
"XPO5","ENSG00000124571",-0.29174826585827,0.00041537285242348,"NS"
"CRY1","ENSG00000008405",-0.405063977166378,0.000419183550998497,"NS"
"HOXB-AS1","ENSG00000230148",-0.983804667729484,0.000420628482771059,"NS"
"SH2B2","ENSG00000160999",0.587934785274213,0.000423008700084122,"NS"
"TMSB10","ENSG00000034510",0.367979401420134,0.000424848855404818,"NS"
"WNT7A","ENSG00000154764",-1.16448814249345,0.00042725760418085,"Down"
"MCTS1","ENSG00000232119",0.438990606991936,0.000430642836353561,"NS"
"STMP1","ENSG00000243317",0.423533798858908,0.000431163663339325,"NS"
"GIMAP5","ENSG00000196329",-0.991123549226179,0.000431163663339325,"NS"
"SENP6","ENSG00000112701",-0.248469666819254,0.000431563784914286,"NS"
"CLEC2L","ENSG00000236279",1.599289718494,0.000431567522108546,"Up"
"FAM89B","ENSG00000176973",0.294772214536839,0.000434167649760399,"NS"
"PDXK","ENSG00000160209",0.424311583445179,0.000438871396386976,"NS"
"CD109","ENSG00000156535",1.10237207971531,0.000439959875971474,"Up"
"BFSP2","ENSG00000170819",1.36722637826421,0.000441559536051288,"Up"
"ADAM19","ENSG00000135074",0.618192491508431,0.000441559536051288,"NS"
"AZIN2","ENSG00000142920",-0.916439453107674,0.000444218189873519,"NS"
"KLHL22","ENSG00000099910",-0.521114203988772,0.000444218189873519,"NS"
"POP4","ENSG00000105171",0.31622487845544,0.000444798281051197,"NS"
"ANO6","ENSG00000177119",0.493369121495306,0.000446219957143144,"NS"
"ZBTB14","ENSG00000198081",-0.282295796670208,0.000451336656577635,"NS"
"TRAV12-1","ENSG00000211785",-0.75709805761752,0.000451461058797945,"NS"
"SMC6","ENSG00000163029",0.352723282734498,0.000451509236149934,"NS"
"LANCL3","ENSG00000147036",1.20150568949927,0.000451770416630821,"Up"
"TUBB1","ENSG00000101162",1.08529718078537,0.000451770416630821,"Up"
"MVB12A","ENSG00000141971",0.34901387706192,0.000451770416630821,"NS"
"BIRC7","ENSG00000101197",-3.29147751629262,0.000451890863823401,"Down"
"ZNF181","ENSG00000197841",-0.653579021795753,0.000456570190831657,"NS"
"RADX","ENSG00000147231",-0.657886069374187,0.000457883696159494,"NS"
"SLC14A2","ENSG00000132874",1.18724921440849,0.000460429248900058,"Up"
"RPL39L","ENSG00000163923",0.751124173507581,0.000461281411318179,"NS"
"NTNG2","ENSG00000196358",0.615674802588754,0.000461703338508713,"NS"
"CDIP1","ENSG00000089486",-0.437960567066665,0.00046191447628138,"NS"
"FLT3","ENSG00000122025",1.55598562689338,0.00046215370402451,"Up"
"IGFBP7","ENSG00000163453",0.7984346257402,0.000466189047206187,"NS"
"TMEM59","ENSG00000116209",0.349517080819217,0.000466746033235953,"NS"
"CPT1C","ENSG00000169169",1.5409369819903,0.000468352491907165,"Up"
NA,"ENSG00000249936",0.663075792360831,0.000472059292228506,"NS"
"MIDEAS","ENSG00000156030",-0.418227481919764,0.000472156681274768,"NS"
"WDR75","ENSG00000115368",-0.546094456139886,0.000473769856040066,"NS"
"ROBO3","ENSG00000154134",-0.640314578220079,0.000474280104225064,"NS"
"ASGR2","ENSG00000161944",0.89666139444374,0.000474280104225064,"NS"
"MACROH2A1","ENSG00000113648",0.49126829687149,0.00047681614569539,"NS"
"IL16","ENSG00000172349",-0.53823046934831,0.000479307195882314,"NS"
"FTL","ENSG00000087086",0.475732110396882,0.000479307195882314,"NS"
"YKT6","ENSG00000106636",0.386150048603818,0.000481847115116553,"NS"
"SLBP","ENSG00000163950",0.378729305364933,0.000482735026633334,"NS"
"ZNF431","ENSG00000196705",-0.391216024749409,0.00048406836814593,"NS"
"WDR1","ENSG00000071127",0.253677692370555,0.000486451315426102,"NS"
NA,"ENSG00000261449",-1.19174653555836,0.000489427827474628,"Down"
"HCFC1R1","ENSG00000103145",0.545747739640417,0.000490919558150818,"NS"
"TAF9","ENSG00000273841",0.341848760347659,0.000492464739702595,"NS"
NA,"ENSG00000249138",1.37671229616867,0.000494448445118524,"Up"
"NAA30","ENSG00000139977",-0.35625905103033,0.00049830685417473,"NS"
"ZNF836","ENSG00000196267",-0.746511858789487,0.000499520406295283,"NS"
"BBS10","ENSG00000179941",-0.999660834468107,0.000500026159461331,"NS"
"SLC8A3","ENSG00000100678",1.48939062130039,0.00050112295429631,"Up"
"F12","ENSG00000131187",0.778471864211697,0.000501747383553383,"NS"
"PLA2G7","ENSG00000146070",-1.16135128100593,0.000501747383553383,"Down"
"TMC8","ENSG00000167895",-0.570182838390791,0.000501747383553383,"NS"
"SUSD6","ENSG00000100647",-0.365887727353533,0.00050478910288072,"NS"
"HAUS1","ENSG00000152240",0.465163782410661,0.00050478910288072,"NS"
"UBOX5-AS1","ENSG00000235958",1.09904651035164,0.00050478910288072,"Up"
"ZNF813","ENSG00000198346",-0.604568881904687,0.00050478910288072,"NS"
"LOC100288637","ENSG00000187951",0.984464648226119,0.000506415987236187,"NS"
"CEBPB","ENSG00000172216",0.613064536174722,0.000506645113600552,"NS"
"TAF5","ENSG00000148835",-0.367250218265457,0.000508474573308714,"NS"
"NDUFC1","ENSG00000109390",0.451585640671163,0.000508814771718905,"NS"
"CYSTM1","ENSG00000120306",0.672434261127378,0.000509003007566409,"NS"
NA,"ENSG00000286907",1.37963633076997,0.000511463423640667,"Up"
"ZNF530","ENSG00000183647",-0.678699760376816,0.000511781946963304,"NS"
NA,"ENSG00000269951",0.935511016569126,0.000511866536657723,"NS"
"POLR2F","ENSG00000100142",0.268504083205541,0.000513277942147265,"NS"
"EBI3","ENSG00000105246",1.07920126947998,0.000513920218742944,"Up"
NA,"ENSG00000233328",0.493761108198391,0.000514829571632595,"NS"
"TRPV1","ENSG00000196689",-0.76017973646909,0.000516259709603686,"NS"
"HSF2","ENSG00000025156",-0.660778118285552,0.00051679126441345,"NS"
"MBD1","ENSG00000141644",-0.243891161012124,0.00051679126441345,"NS"
"SF3B5","ENSG00000169976",0.332223644120279,0.000521264662903018,"NS"
"IGLV5-48","ENSG00000211647",2.31579550263586,0.000521264662903018,"Up"
"PSMD13","ENSG00000185627",0.279611151901733,0.000521699981418906,"NS"
"INPP5D","ENSG00000168918",-0.279129791593869,0.000524941184627736,"NS"
"C3orf33","ENSG00000174928",-1.00777655386364,0.00052561867813012,"Down"
"KIF3C","ENSG00000084731",0.709046142296593,0.000525899121291547,"NS"
"POLR1B","ENSG00000125630",-0.400217792163642,0.000527304979052164,"NS"
"FOXJ3","ENSG00000198815",-0.397689590940814,0.000530202625754614,"NS"
"COX7B","ENSG00000131174",0.438408091006819,0.000530202625754614,"NS"
"VAMP5","ENSG00000168899",0.798162231810142,0.000535285166457772,"NS"
"SPATA20","ENSG00000006282",-1.08706482453624,0.000536671169723816,"Down"
"KIR2DL4","ENSG00000189013",1.09427490312152,0.00053824356059778,"Up"
"WDPCP","ENSG00000143951",-0.383274883184068,0.000538649075406545,"NS"
"POLR3B","ENSG00000013503",-0.473354721495996,0.000538649075406545,"NS"
"ADIPOR2","ENSG00000006831",0.376153543851291,0.000539747993752914,"NS"
"NEDD9","ENSG00000111859",-0.58116666462538,0.000539998934899886,"NS"
"FADS1","ENSG00000149485",0.808808340354341,0.000540191741365889,"NS"
"BHLHE41","ENSG00000123095",1.01992539561512,0.000540191741365889,"Up"
"TIGD3","ENSG00000173825",-0.729277195646741,0.000541588720750339,"NS"
NA,"ENSG00000234290",0.659924232771731,0.000541679728074777,"NS"
NA,"ENSG00000255987",-0.769096840223465,0.000541679728074777,"NS"
"METTL5","ENSG00000138382",0.342639353028466,0.000543646540198079,"NS"
"DNA2","ENSG00000138346",0.751844375888319,0.000544604299182664,"NS"
"SLC50A1","ENSG00000169241",0.265574000697115,0.000549749188831293,"NS"
"CYB561","ENSG00000008283",-0.531496520968837,0.000550535495372987,"NS"
"CSKMT","ENSG00000214756",-0.840724207883435,0.00055271022211593,"NS"
"DERA","ENSG00000023697",0.415129601708577,0.000553203908669814,"NS"
NA,"ENSG00000227372",-0.370084471729987,0.000555056735259476,"NS"
"PSMD9","ENSG00000110801",0.37458300436117,0.000555056735259476,"NS"
"ATP5F1A","ENSG00000152234",0.327376432000599,0.000555189340761147,"NS"
"SLC25A1","ENSG00000100075",0.287034333478397,0.000566674378836703,"NS"
"DCAF1","ENSG00000145041",-0.344142059259629,0.000567280173690968,"NS"
"KLF12","ENSG00000118922",-0.582426414728057,0.000570633756001847,"NS"
"CCSAP","ENSG00000154429",-0.408283015412024,0.000571090850314725,"NS"
"UCP2","ENSG00000175567",0.34437033413039,0.000576408415450915,"NS"
"BUD13","ENSG00000137656",-0.364707850138421,0.000580480145812828,"NS"
"ZKSCAN3","ENSG00000189298",-0.575619059319405,0.000582904840348958,"NS"
"PLP2","ENSG00000102007",0.479510788022526,0.00058911846904102,"NS"
"RFWD3","ENSG00000168411",-0.423751058760354,0.000590510325428094,"NS"
"SPART","ENSG00000133104",-0.344071251376826,0.000590855930761596,"NS"
"MBNL2","ENSG00000139793",-0.465225621042361,0.000590990008390397,"NS"
"CEP72","ENSG00000112877",-0.546802515955303,0.000592107466478106,"NS"
"GPSM2","ENSG00000121957",0.575641333981482,0.000592853862410074,"NS"
"CNTLN","ENSG00000044459",0.499358216554947,0.000592853862410074,"NS"
"LDLRAD3","ENSG00000179241",0.924353138400072,0.000592853862410074,"NS"
"TMEM14C","ENSG00000111843",0.514190602593491,0.000592955470231477,"NS"
"ZNF551","ENSG00000204519",-0.56213053814474,0.000593969690375418,"NS"
"MAOA","ENSG00000189221",1.96053243874802,0.000595427229375843,"Up"
"ANKH","ENSG00000154122",-0.555617490980025,0.000595815794199599,"NS"
"OSBPL1A","ENSG00000141447",-0.587026494019673,0.000598244232373565,"NS"
"INAFM1","ENSG00000257704",0.56158277415983,0.000600697619244608,"NS"
"PCNX4","ENSG00000126773",-0.375867024007116,0.000602659094908372,"NS"
"MGAT4B","ENSG00000161013",0.43100935796517,0.000605208121688649,"NS"
"HSF5","ENSG00000176160",-1.21397220119036,0.000606137785182434,"Down"
"KPNA5","ENSG00000196911",-0.566836618616317,0.000606300737665404,"NS"
"NFYB","ENSG00000120837",-0.410767408154994,0.000608345101270779,"NS"
"TRIM11","ENSG00000154370",-0.297107893345217,0.000609461966658639,"NS"
"LYSMD3","ENSG00000176018",-0.808618835204165,0.000611423972023899,"NS"
"ASF1A","ENSG00000111875",-0.557142442120097,0.000613174269963049,"NS"
"APPL2","ENSG00000136044",-0.371313667133787,0.000613174269963049,"NS"
"ZMAT1","ENSG00000166432",-0.586052150440894,0.000613932053371848,"NS"
"NR4A2","ENSG00000153234",-1.88064807498767,0.000614142192080209,"Down"
"ELP2","ENSG00000134759",-0.314143446869972,0.000614142192080209,"NS"
"ZNF324","ENSG00000083812",-0.50548311107334,0.000614142192080209,"NS"
"PRPF8","ENSG00000174231",-0.274126325971291,0.000615807178811994,"NS"
"DAZAP1","ENSG00000071626",0.520906404120767,0.000615807178811994,"NS"
"FA2H","ENSG00000103089",1.39253162008676,0.000616286342873548,"Up"
"CHST8","ENSG00000124302",1.83301951833111,0.000616286342873548,"Up"
"LRRN3","ENSG00000173114",-1.5810142449057,0.000616990892890238,"Down"
"ARHGAP44","ENSG00000006740",-0.268415802628798,0.00061717853410541,"NS"
NA,"ENSG00000279416",1.10469512709011,0.000618168142247801,"Up"
"CBX7","ENSG00000100307",-0.629434293624188,0.00062044106159656,"NS"
"KAT6A","ENSG00000083168",-0.277256761316304,0.000621561897465244,"NS"
"SACM1L","ENSG00000211456",-0.52826532988933,0.000622506140770826,"NS"
"FAM118A","ENSG00000100376",-1.01042213737223,0.000622506140770826,"Down"
"DRG2","ENSG00000108591",0.227832423872632,0.000623028326020106,"NS"
"CUL3","ENSG00000036257",-0.385904136095637,0.000624060415019673,"NS"
"ACER3","ENSG00000078124",0.555710229781345,0.000626038057553229,"NS"
NA,"ENSG00000287494",1.10538541318462,0.000626038057553229,"Up"
"RYR3","ENSG00000198838",0.683293236973826,0.000626885641628436,"NS"
"DDAH2","ENSG00000213722",0.488553787853346,0.000628252656197539,"NS"
"H2AC20","ENSG00000184260",0.651303458794513,0.000630720450283327,"NS"
"MRPL51","ENSG00000111639",0.385884326989429,0.000630720450283327,"NS"
"NIPAL3","ENSG00000001461",-0.445536975614767,0.000632972693172838,"NS"
"TOM1L2","ENSG00000175662",-0.427334788883167,0.000634596551582515,"NS"
NA,"ENSG00000253394",1.63394366991636,0.000638442103250521,"Up"
"ALG8","ENSG00000159063",0.315571262449569,0.000638741475033028,"NS"
"NIFK-AS1","ENSG00000236859",-0.438544088213837,0.000639971351597795,"NS"
"LGALS3","ENSG00000131981",0.600115020016103,0.000639971351597795,"NS"
"SLFN14","ENSG00000236320",1.11694998314813,0.000641455144602662,"Up"
NA,"ENSG00000250069",-2.40332567144664,0.000645206813502824,"Down"
"ECT2","ENSG00000114346",0.745067816250711,0.000646129553925733,"NS"
"EIF6","ENSG00000242372",0.336306017014424,0.000647665013916813,"NS"
"TNFRSF10C","ENSG00000173535",-0.663030591869946,0.000648253936881956,"NS"
"LEF1","ENSG00000138795",-0.793221041276318,0.000649177508032459,"NS"
"ACSL1","ENSG00000151726",1.10137518208564,0.000649177508032459,"Up"
"AAK1","ENSG00000115977",-0.336772723879678,0.000650270940906903,"NS"
"PLIN2","ENSG00000147872",0.708170210436123,0.000650800496075254,"NS"
NA,"ENSG00000261220",0.638964041681896,0.000657375011582991,"NS"
"GRN","ENSG00000030582",0.791900939510141,0.000660718703354777,"NS"
"RNASE3","ENSG00000169397",2.14712094574438,0.000665885412405272,"Up"
"SEC24B","ENSG00000138802",-0.400023096931721,0.000668383003927198,"NS"
"EPC2","ENSG00000135999",-0.424811155056322,0.000671468931116073,"NS"
"MIR9-3HG","ENSG00000255571",-0.750948992339332,0.000671803518322933,"NS"
"ELP1","ENSG00000070061",-0.277493543605011,0.000673120048547975,"NS"
"KHNYN","ENSG00000100441",-0.298635396099026,0.000674190339167051,"NS"
"ANKAR","ENSG00000151687",-0.439990165735896,0.000677262074725316,"NS"
"LINC00402","ENSG00000235532",-1.10356543488225,0.000677262074725316,"Down"
"FNBP4","ENSG00000109920",-0.335339512836271,0.000677837213717752,"NS"
"KLHDC1","ENSG00000197776",-0.655279517992211,0.000677837213717752,"NS"
"IGHG2","ENSG00000211893",1.88111498965817,0.000677837213717752,"Up"
"CCDC77","ENSG00000120647",-0.382130947611504,0.000679384960833492,"NS"
"MRPL50","ENSG00000136897",-0.65620272817696,0.000686983858308392,"NS"
"YIPF3","ENSG00000137207",0.327937041975372,0.000687432686074625,"NS"
"ZNF484","ENSG00000127081",-0.629046119221982,0.000690610442926866,"NS"
"RHBDD3","ENSG00000100263",0.483874267173712,0.000690610442926866,"NS"
"EMC8","ENSG00000131148",0.228434521418653,0.000692204879626812,"NS"
"LBH","ENSG00000213626",-0.639019013746058,0.00069302319449162,"NS"
"COG2","ENSG00000135775",-0.234016111167605,0.000693389535408536,"NS"
"SDF4","ENSG00000078808",0.314785449890261,0.000694495069047374,"NS"
"ZBP1","ENSG00000124256",0.680235173363083,0.000694495069047374,"NS"
"TIGD7","ENSG00000140993",-0.835906236752329,0.000694864785638906,"NS"
"ULBP2","ENSG00000131015",-2.46650638666566,0.000694938648709513,"Down"
NA,"ENSG00000185596",-0.677834949919999,0.000696362903025933,"NS"
"ZNG1B","ENSG00000136682",0.423665963977997,0.000704958343776038,"NS"
"TXN2","ENSG00000100348",0.29515636783946,0.000705121265931578,"NS"
"FAM168B","ENSG00000152102",-0.387269081993804,0.000707072755675571,"NS"
"TRIOBP","ENSG00000100106",0.508044607091747,0.000709215333111495,"NS"
"TNFRSF10D","ENSG00000173530",-0.434796205670466,0.000710025587536556,"NS"
NA,"ENSG00000240143",0.705910539748875,0.000710414396480012,"NS"
"KDM7A-DT","ENSG00000260231",0.600680399186863,0.000711236200328241,"NS"
"UBE2L3","ENSG00000185651",0.336923612531819,0.000719663974534193,"NS"
